32,6,debit,200000.00,Tiket bioskop,TXN032,2025-06-16 07:51:47.214055
33,7,credit,800000.00,Donasi diterima,TXN033,2025-06-16 07:51:47.214055
34,7,debit,250000.00,Sewa mobil,TXN034,2025-06-16 07:51:47.214055
35,8,credit,920000.00,Bonus project,TXN035,2025-06-16 07:51:47.214055
36,8,debit,270000.00,Top up OVO,TXN036,2025-06-16 07:51:47.214055
37,9,credit,670000.00,Cashback,TXN037,2025-06-16 07:51:47.214055
38,9,debit,190000.00,Bayar laundry,TXN038,2025-06-16 07:51:47.214055
39,10,credit,770000.00,Jasa online,TXN039,2025-06-16 07:51:47.214055
40,10,debit,300000.00,Beli hadiah,TXN040,2025-06-16 07:51:47.214055
41,832,credit,186.33,Tamquam uberrime sulum.,REF8RA0LDKSVX,2025-06-16 10:55:26.887924
42,9405,credit,479.85,Caritas asporto ver.,REFFYNSSRJU56,2025-06-16 10:55:26.887924
43,1317,credit,562.83,Rerum aeger deinde.,REFUWA0KT8KHB,2025-06-16 10:55:26.887924
44,6117,debit,326.31,Mollitia odio argentum.,REFIMGUKZAEQV,2025-06-16 10:55:26.887924
45,5452,credit,933.12,Vulnero utrimque verumtamen.,REFBXMEEB2RTP,2025-06-16 10:55:26.887924
46,8960,debit,229.88,Aranea thema vita.,REFTVEALJZ5LL,2025-06-16 10:55:26.887924
47,8113,debit,174.36,Colo quam adeo.,REFXLHM0MRE4U,2025-06-16 10:55:26.887924
48,3163,debit,860.63,Vinculum ipsa terreo.,REFNCQU16SIDI,2025-06-16 10:55:26.887924
49,3345,credit,366.72,Beatus expedita clam.,REF9AXS7SXKJJ,2025-06-16 10:55:26.887924
50,6258,credit,444.86,Derideo absconditus cur.,REFHOCQOHDG7P,2025-06-16 10:55:26.887924
51,5801,credit,364.60,Deprimo ait adficio.,REFLKFISWKCW9,2025-06-16 10:55:26.887924
52,3960,credit,536.37,Candidus campana deporto.,REFPK9T2BCRUX,2025-06-16 10:55:26.887924
53,1855,credit,34.73,Cotidie desino testimonium.,REFBUM5AYVP78,2025-06-16 10:55:26.887924
54,5710,debit,152.20,Vinculum arx coniecto.,REFEFOUTGZW1V,2025-06-16 10:55:26.887924
55,7770,credit,94.61,Aestus velit canonicus.,REFX45M3DC86A,2025-06-16 10:55:26.887924
56,1499,debit,645.84,Umerus cauda considero.,REFIGFBN5T9NC,2025-06-16 10:55:26.887924
57,9662,credit,439.56,Qui rem earum.,REFLUFMFABRHQ,2025-06-16 10:55:26.887924
58,7648,credit,399.28,Turbo corpus earum.,REFH4FOOITA6U,2025-06-16 10:55:26.887924
59,4764,debit,814.89,Carus aeger crapula.,REFLLXXS82DKR,2025-06-16 10:55:26.887924
60,8522,credit,718.78,Quo cubitum vicissitudo.,REFETSRDN73OV,2025-06-16 10:55:26.887924
61,3162,credit,417.92,Cogito sulum benevolentia.,REFN6CMH4SS6W,2025-06-16 10:55:26.887924
62,5380,debit,85.78,Avarus adversus bestia.,REF35MZEATRDW,2025-06-16 10:55:26.887924
63,4834,debit,432.03,Adipisci trado termes.,REFXG8O8ZOP9L,2025-06-16 10:55:26.887924
64,3100,credit,13.35,Voluptatum callide ad.,REFMWMTZ85BTI,2025-06-16 10:55:26.887924
65,6395,debit,162.72,Talio sub venio.,REFJG7DBOUBMR,2025-06-16 10:55:26.887924
66,48,debit,83.46,Ait succedo comminor.,REF2E0ICDRGYX,2025-06-16 10:55:26.887924
67,3181,credit,819.96,Taceo comis autus.,REFHC1GPYLTMQ,2025-06-16 10:55:26.887924
68,8631,debit,893.30,Voluptatum derideo appono.,REFZORQUYAQAE,2025-06-16 10:55:26.887924
69,6126,debit,436.22,Calamitas decens capto.,REFHRB9NYM587,2025-06-16 10:55:26.887924
70,1162,debit,668.04,Complectus titulus arbor.,REFBQKCYEG7EX,2025-06-16 10:55:26.887924
71,321,debit,302.65,Blandior sumo antiquus.,REFQSGKPGS1DW,2025-06-16 10:55:26.887924
72,5205,credit,668.49,Dolores xiphias copia.,REFC1HZYCUSFQ,2025-06-16 10:55:26.887924
73,3152,credit,182.40,Velociter ustilo infit.,REFMBG4MUT06T,2025-06-16 10:55:26.887924
74,682,credit,711.77,Qui vereor commodi.,REFHK0HFKQAOE,2025-06-16 10:55:26.887924
75,3331,credit,665.65,Degero vir impedit.,REFZRIQYASEGI,2025-06-16 10:55:26.887924
76,4473,credit,287.62,Utrimque tyrannus venio.,REFFA0MNMDYSA,2025-06-16 10:55:26.887924
77,2218,credit,614.58,Vapulus vito blanditiis.,REFKFVSNL7QA2,2025-06-16 10:55:26.887924
78,7944,debit,444.46,Taceo voluptatibus theatrum.,REFF9DHVXN4RL,2025-06-16 10:55:26.887924
79,2562,debit,743.57,Defleo sollicito urbs.,REF3CQWOAUQIR,2025-06-16 10:55:26.887924
80,2800,credit,512.19,Depono apparatus deludo.,REF9QA8CVJDFR,2025-06-16 10:55:26.887924
81,7759,debit,439.50,Communis torqueo sollers.,REFRBRH59RFOC,2025-06-16 10:55:26.887924
82,8670,debit,238.75,Voluntarius titulus amiculum.,REFIHB2XLKGR7,2025-06-16 10:55:26.887924
83,9514,debit,179.22,Decet delinquo alioqui.,REF8UVCSA5MZH,2025-06-16 10:55:26.887924
84,2664,debit,300.30,Accusamus vorax autus.,REFZLRKUVDZTZ,2025-06-16 10:55:26.887924
85,2537,debit,52.54,Quas verecundia delicate.,REFTSW8OIRX7H,2025-06-16 10:55:26.887924
86,6157,debit,678.37,Audentia supplanto neque.,REFG1LWAA2YND,2025-06-16 10:55:26.887924
87,8895,credit,799.24,Unus sunt annus.,REF8XGG9Q62CC,2025-06-16 10:55:26.887924
88,8516,credit,517.96,Crepusculum arcesso adamo.,REFWJIHVX7ERA,2025-06-16 10:55:26.887924
89,8531,credit,48.18,Socius deripio solio.,REFFLUTXANPEJ,2025-06-16 10:55:26.887924
90,6297,credit,880.28,Vaco demens considero.,REFBE97BAJAP0,2025-06-16 10:55:26.887924
91,1369,debit,881.35,Adeo pecto asporto.,REF8A15EDKS9T,2025-06-16 10:55:26.887924
92,1491,credit,744.86,Deripio turba soleo.,REFQAAUC01YPP,2025-06-16 10:55:26.887924
93,7482,debit,515.17,Vae animi ustilo.,REFNPGS8Y6MWQ,2025-06-16 10:55:26.887924
94,1184,credit,195.04,Aliquid deserunt cado.,REF6AKFU58D9T,2025-06-16 10:55:26.887924
95,9275,credit,566.20,Adhaero acerbitas ultio.,REF5DZXUZRIG2,2025-06-16 10:55:26.887924
96,3811,debit,97.95,Admoneo adflicto decimus.,REFCCNVNUZYYO,2025-06-16 10:55:26.887924
97,7368,credit,623.05,Vapulus subvenio pecco.,REFQBZGQNKILR,2025-06-16 10:55:26.887924
98,312,credit,10.46,Quas deludo vomer.,REF7A7N85OANF,2025-06-16 10:55:26.887924
99,1229,debit,53.39,Timidus uter tamquam.,REFI8ZED5LGNQ,2025-06-16 10:55:26.887924
100,7256,credit,37.99,Aeternus soleo cibo.,REFZY5WDOJTNU,2025-06-16 10:55:26.887924
101,7589,debit,210.98,Nemo traho tutamen.,REFHK57PM3RJT,2025-06-16 10:55:26.887924
102,7844,credit,824.32,Spes velociter cursus.,REFDOT3VMTBT4,2025-06-16 10:55:26.887924
103,8622,debit,871.47,Pectus aureus undique.,REFJJM5ZTQAYM,2025-06-16 10:55:26.887924
104,7142,credit,269.87,Fugit xiphias dapifer.,REFSSXPOH3INU,2025-06-16 10:55:26.887924
105,975,debit,716.48,Clam tutis voro.,REF3FMJCNFYEI,2025-06-16 10:55:26.887924
106,4582,credit,192.59,Canonicus debitis veniam.,REFMULWFAQPQQ,2025-06-16 10:55:26.887924
107,2611,credit,395.46,Blandior sapiente assumenda.,REF1CDPMPTDDB,2025-06-16 10:55:26.887924
108,3316,credit,4.96,Pecto aggero voluptates.,REFJUCWO1UJQY,2025-06-16 10:55:26.887924
109,6336,credit,196.15,Atqui compono bellicus.,REFUMSACIRL26,2025-06-16 10:55:26.887924
110,5559,credit,265.36,Cariosus urbanus harum.,REFE9ZDJYOWWK,2025-06-16 10:55:26.887924
111,3993,debit,421.11,Baiulus caelestis cultellus.,REFQYT0CI8Q9X,2025-06-16 10:55:26.887924
112,1503,debit,291.97,Tutamen tenax alii.,REFGADYRVIECO,2025-06-16 10:55:26.887924
113,6867,credit,549.62,Supellex aetas ambitus.,REFB2DKFDCFEN,2025-06-16 10:55:26.887924
114,4917,debit,885.24,Cum tempore cognomen.,REFWOQLTQKJ81,2025-06-16 10:55:26.887924
115,1425,credit,610.90,Thesis sponte at.,REFUMY0WAUPQC,2025-06-16 10:55:26.887924
116,1108,debit,51.44,Ara pecus dapifer.,REFSG5KSV9J5S,2025-06-16 10:55:26.887924
117,1904,credit,126.68,Amplitudo ulterius avarus.,REFWMRWA02PCV,2025-06-16 10:55:26.887924
118,9769,credit,1.56,Adulatio velum aperte.,REF8P2WPJVA07,2025-06-16 10:55:26.887924
119,6218,debit,579.14,Concido tepesco tripudio.,REFSHQN8KNNT5,2025-06-16 10:55:26.887924
120,3342,credit,888.43,Alioqui triduana dolores.,REFB9DTXE3DOV,2025-06-16 10:55:26.887924
121,7947,debit,309.95,Curo canonicus suasoria.,REFKD6BIOYN6Y,2025-06-16 10:55:26.887924
122,6102,debit,433.17,Derideo spoliatio crebro.,REFZ0S4EW59XX,2025-06-16 10:55:26.887924
123,1894,credit,574.02,Ulciscor temeritas acies.,REFAVCEDRVDB3,2025-06-16 10:55:26.887924
124,6919,debit,664.33,Charisma coniuratio deficio.,REFBMQCHC70B9,2025-06-16 10:55:26.887924
125,2005,credit,127.51,Tot audax accendo.,REFONKLTORFRG,2025-06-16 10:55:26.887924
126,9629,debit,520.51,Utpote ancilla celebrer.,REF5STL0G3XOC,2025-06-16 10:55:26.887924
127,9392,credit,868.81,Coniecto defetiscor pecto.,REFJLBULBVHAI,2025-06-16 10:55:26.887924
128,4277,credit,645.29,Expedita cur vapulus.,REFRWSMPQJRQC,2025-06-16 10:55:26.887924
129,372,credit,599.87,Crebro denuo vester.,REFDDGWEPSH2M,2025-06-16 10:55:26.887924
130,7168,credit,84.02,Cavus audeo aeger.,REFBYAHFLBMFC,2025-06-16 10:55:26.887924
131,9117,credit,470.04,Thesaurus cultellus concedo.,REFH6XP2RULL3,2025-06-16 10:55:26.887924
132,2445,credit,616.89,Aegrus decretum patria.,REF7PH9V9WPPR,2025-06-16 10:55:26.887924
133,5913,credit,840.16,Stultus sequi maxime.,REFOHSXSG0JMY,2025-06-16 10:55:26.887924
134,8158,credit,431.20,Coniuratio aro comprehendo.,REFLRJXXUQEKK,2025-06-16 10:55:26.887924
135,4463,debit,546.60,Vomito cauda cariosus.,REF627RSLHZJ5,2025-06-16 10:55:26.887924
136,2329,debit,921.88,Bestia velum suscipit.,REFGIJITOXJMV,2025-06-16 10:55:26.887924
137,4628,credit,229.00,Valens tristis comburo.,REFOFY1CM1UEQ,2025-06-16 10:55:26.887924
138,9718,debit,802.30,Terreo desolo vobis.,REFTWTEJSSVOC,2025-06-16 10:55:26.887924
139,3744,debit,293.51,Bene conventus crudelis.,REFZYNOKRPCZ4,2025-06-16 10:55:26.887924
140,5909,debit,777.19,Rerum tyrannus velociter.,REFD8TP9XARH1,2025-06-16 10:55:26.887924
141,5150,credit,658.35,Carcer bardus debitis.,REF7XAGIVBHEJ,2025-06-16 10:55:26.887924
142,1102,credit,580.48,Depopulo deorsum catena.,REF9W42WRDKNW,2025-06-16 10:55:26.887924
143,5173,debit,636.77,Compono corrumpo sopor.,REFCQ8TNEO4GQ,2025-06-16 10:55:26.887924
144,3710,debit,57.36,Sui tabgo conqueror.,REFLDTREMYCUU,2025-06-16 10:55:26.887924
145,2590,debit,249.33,Sollicito contigo corrupti.,REFRGR1RKWFIV,2025-06-16 10:55:26.887924
146,266,debit,405.08,Volup tersus argumentum.,REF2KIA23RAEZ,2025-06-16 10:55:26.887924
147,5967,credit,1.61,Denuo harum aeger.,REFDXYPSDW44L,2025-06-16 10:55:26.887924
148,496,debit,647.97,Velut carpo terminatio.,REFYCZEDA1FIB,2025-06-16 10:55:26.887924
149,5687,credit,853.04,Coniuratio accusator stultus.,REFXISPHB1ILJ,2025-06-16 10:55:26.887924
150,1997,credit,402.59,Amoveo sub aro.,REFBD3U3PRLEH,2025-06-16 10:55:26.887924
151,6855,credit,140.52,Infit architecto casso.,REFLYJJ8NFYYL,2025-06-16 10:55:26.887924
152,4544,debit,365.40,Iure succurro suppono.,REFAIK8RT8SVU,2025-06-16 10:55:26.887924
153,3968,debit,384.07,Bis aequitas vorax.,REFF9BGQCWKE2,2025-06-16 10:55:26.887924
154,7494,debit,647.22,Magnam arcus acceptus.,REFXEGDFLMU2A,2025-06-16 10:55:26.887924
155,4859,debit,459.76,Vulticulus sulum tollo.,REF8AXDRPSLMX,2025-06-16 10:55:26.887924
156,8321,debit,658.34,Convoco thorax vero.,REFMSNR6DMEVW,2025-06-16 10:55:26.887924
157,950,credit,116.57,Certus demonstro cervus.,REFCBCOQKE3FK,2025-06-16 10:55:26.887924
158,3494,credit,165.90,Teres acervus depulso.,REFCQGXZF2OW7,2025-06-16 10:55:26.887924
159,4061,credit,979.08,Cernuus odio theca.,REFVWNBPG7FGL,2025-06-16 10:55:26.887924
160,8916,debit,191.32,Aer thema facilis.,REFTAS8TJDMD2,2025-06-16 10:55:26.887924
161,8367,debit,476.60,Bestia casus caste.,REFRWZNHC6086,2025-06-16 10:55:26.887924
162,1236,credit,464.61,Rerum defluo deleniti.,REFUL64ZYWVJE,2025-06-16 10:55:26.887924
163,4538,credit,236.62,Numquam officia coruscus.,REF1LKXQNVOWC,2025-06-16 10:55:26.887924
164,2746,debit,929.02,Celer deprimo autem.,REFGOD04I0LXS,2025-06-16 10:55:26.887924
165,1341,credit,476.25,Candidus tremo currus.,REFKPPGRSERZT,2025-06-16 10:55:26.887924
166,7014,credit,792.58,Tenuis degusto dedico.,REFQQS1NNUVS8,2025-06-16 10:55:26.887924
167,8822,debit,577.97,Vetus vero causa.,REFDGL7KXS6FN,2025-06-16 10:55:26.887924
168,5109,credit,259.27,Ater adhuc synagoga.,REFU8DKSXWATB,2025-06-16 10:55:26.887924
169,10027,credit,74.26,Sol desidero vigilo.,REFYYU5CBBP61,2025-06-16 10:55:26.887924
170,3820,credit,510.27,Vis vinum aqua.,REFVTBW9MGBAI,2025-06-16 10:55:26.887924
171,9597,debit,345.61,Vorago alveus aedificium.,REFNKHMLDI6GT,2025-06-16 10:55:26.887924
172,5975,credit,307.99,Vorax atrocitas aegrotatio.,REFVJVSH2D3BO,2025-06-16 10:55:26.887924
173,7313,credit,106.63,Usque inventore arceo.,REFVQIND7I3VF,2025-06-16 10:55:26.887924
174,184,debit,294.02,Celer alter dolore.,REF45JTXOFJ4V,2025-06-16 10:55:26.887924
175,1484,debit,618.82,Tumultus commodo dolorum.,REFBEOHMSRY39,2025-06-16 10:55:26.887924
176,7583,credit,196.64,Decimus necessitatibus itaque.,REFBPEAUZTCXQ,2025-06-16 10:55:26.887924
177,5443,debit,369.40,Capitulus creber cernuus.,REFYS1XNBLVPW,2025-06-16 10:55:26.887924
178,2247,debit,301.12,Vinculum non voro.,REFCZYYGLWVI2,2025-06-16 10:55:26.887924
179,9444,debit,57.02,Dolore victoria cerno.,REFHO7K2Z3DBL,2025-06-16 10:55:26.887924
180,4364,credit,609.35,Aedificium asporto vita.,REF9QFYVROGTC,2025-06-16 10:55:26.887924
181,6191,debit,519.67,Clibanus deficio vomito.,REFGP5X7IVTCV,2025-06-16 10:55:26.887924
182,10032,credit,221.10,Vilitas distinctio decumbo.,REF358HZII3QI,2025-06-16 10:55:26.887924
183,3891,credit,356.30,Vobis cohaero apostolus.,REFHBUKB1MXX7,2025-06-16 10:55:26.887924
184,7326,credit,222.01,Vel neque dolores.,REFECAZKBOKD9,2025-06-16 10:55:26.887924
185,1578,debit,67.21,Vito annus pel.,REFSKRL8I3BZQ,2025-06-16 10:55:26.887924
186,3024,debit,56.31,Ait video caelestis.,REFUFBDJDEGZA,2025-06-16 10:55:26.887924
187,1393,credit,254.98,Vos placeat demitto.,REF8NIQFB4TLU,2025-06-16 10:55:26.887924
188,5077,debit,775.20,Suppellex vix adsidue.,REF8KWFLY6XBX,2025-06-16 10:55:26.887924
189,5563,debit,139.73,Dolores triduana aequitas.,REF7CVGINZURQ,2025-06-16 10:55:26.887924
190,1371,credit,592.71,Pax repellendus conturbo.,REFMITMOF8OG4,2025-06-16 10:55:26.887924
191,902,credit,695.05,Cenaculum vilitas sollers.,REFOZUYUFL2PU,2025-06-16 10:55:26.887924
192,5665,credit,612.53,Stella tunc varius.,REFTK9RP2ZIYU,2025-06-16 10:55:26.887924
193,9541,debit,802.80,Statua animus depraedor.,REFB4K1IR4FOT,2025-06-16 10:55:26.887924
194,9705,debit,566.90,Eaque aperio tunc.,REF0MSNQZZDCU,2025-06-16 10:55:26.887924
195,954,credit,286.38,Crepusculum accusamus adficio.,REFDW4WI5YYDZ,2025-06-16 10:55:26.887924
196,1352,credit,444.42,Venustas speciosus taceo.,REFIPTDXNPJKF,2025-06-16 10:55:26.887924
197,5177,debit,274.59,Coniecto voluptatum deludo.,REFQXSSOMXO0K,2025-06-16 10:55:26.887924
198,1742,credit,377.91,Atqui videlicet cornu.,REFXXWSAWESGM,2025-06-16 10:55:26.887924
199,773,credit,188.20,Ea confero vorago.,REF5OKBFDUOMP,2025-06-16 10:55:26.887924
200,6758,credit,723.47,Canto adstringo varietas.,REFTZAEAUPPZQ,2025-06-16 10:55:26.887924
201,6440,debit,723.83,Contigo aspicio sursum.,REFF1TMZUMFJD,2025-06-16 10:55:26.887924
202,3832,credit,434.97,Adflicto vesica ipsum.,REFISKI7DSU7X,2025-06-16 10:55:26.887924
203,5639,credit,979.07,Tener voveo comptus.,REFSZQUU4PYPJ,2025-06-16 10:55:26.887924
204,4593,credit,494.23,Officia sequi terreo.,REFJKJZAHXPWS,2025-06-16 10:55:26.887924
205,818,debit,334.16,Eius averto peccatus.,REFSDC8BJPKMI,2025-06-16 10:55:26.887924
206,4039,credit,303.58,Vigilo deserunt amplitudo.,REFNC9AQLS7CF,2025-06-16 10:55:26.887924
207,756,credit,610.52,Venia incidunt vae.,REFBRSO1EKCRD,2025-06-16 10:55:26.887924
208,5793,credit,372.31,Deserunt verecundia ars.,REFWUIFR37YCV,2025-06-16 10:55:26.887924
209,498,credit,899.44,Solum volup tandem.,REFV3SGNRSK4C,2025-06-16 10:55:26.887924
210,2958,credit,287.07,Viscus truculenter vel.,REFYA6QXS2BUO,2025-06-16 10:55:26.887924
211,8984,debit,723.95,Totidem ventito peior.,REFMBR0JMVE82,2025-06-16 10:55:26.887924
212,6288,credit,121.09,Vindico vociferor illo.,REFYPSRHPBJNM,2025-06-16 10:55:26.887924
213,1773,debit,471.36,Auctor totus doloribus.,REF0ENEG1O6Y6,2025-06-16 10:55:26.887924
214,1336,credit,585.60,Amoveo cedo versus.,REFG7NYRZ5PNA,2025-06-16 10:55:26.887924
215,2672,debit,882.02,Vespillo varietas subnecto.,REFTQXRZNRJOY,2025-06-16 10:55:26.887924
216,8809,credit,470.15,Arx cena aspernatur.,REFXCGCNUBX09,2025-06-16 10:55:26.887924
217,8003,credit,424.25,Vado auditor trans.,REFCSW2ZVTNT9,2025-06-16 10:55:26.887924
218,5698,credit,44.20,Ait distinctio confugo.,REFRGHPRE0EV1,2025-06-16 10:55:26.887924
219,5683,debit,317.35,Ater articulus vulgo.,REFMRRUTDYLD7,2025-06-16 10:55:26.887924
220,915,debit,897.86,Aiunt tutis denuo.,REFLV1OQFB9BT,2025-06-16 10:55:26.887924
221,8061,credit,906.02,Arcesso dolor caute.,REFBHI8WICLA0,2025-06-16 10:55:26.887924
222,6831,debit,228.84,Abeo eaque audax.,REFI7HKP7L3LP,2025-06-16 10:55:26.887924
223,8877,debit,33.18,Via vesper approbo.,REFLUUIGEGI3X,2025-06-16 10:55:26.887924
224,6146,debit,598.85,Supra corroboro solvo.,REFU81FNN1KYQ,2025-06-16 10:55:26.887924
225,5832,credit,899.48,Officia aperio sapiente.,REFCGU4VVCKDP,2025-06-16 10:55:26.887924
226,1246,debit,748.80,Acerbitas ut vesper.,REFSS10QZYVZU,2025-06-16 10:55:26.887924
227,8554,debit,595.87,Sui molestiae defungo.,REF5YVABKX9MQ,2025-06-16 10:55:26.887924
228,3394,credit,920.12,Decens sapiente universe.,REFBCVBJGVVXL,2025-06-16 10:55:26.887924
229,4918,credit,298.32,Corrumpo administratio quibusdam.,REFAOAFY6LP5N,2025-06-16 10:55:26.887924
230,4629,credit,880.78,Apto aggero vulgus.,REF4PXG2RMFHM,2025-06-16 10:55:26.887924
231,9235,credit,576.42,Cogito tener caveo.,REFJTH1XNI9FY,2025-06-16 10:55:26.887924
232,9159,debit,972.54,Decretum cohaero cenaculum.,REFHNPOZLXFNL,2025-06-16 10:55:26.887924
233,361,debit,634.59,Antiquus veritatis unde.,REF8BQOK8FWMI,2025-06-16 10:55:26.887924
234,555,debit,41.32,Chirographum cicuta vulticulus.,REF0WW9IIAIEU,2025-06-16 10:55:26.887924
235,9107,credit,253.08,Denuncio adversus capillus.,REFHMXXXV7NJH,2025-06-16 10:55:26.887924
236,3537,debit,11.78,Attonbitus ait tricesimus.,REF6HJNPBQOWN,2025-06-16 10:55:26.887924
237,3252,credit,448.49,Timor convoco benevolentia.,REFZ1NEV4VCBW,2025-06-16 10:55:26.887924
238,1665,credit,16.09,Suadeo tamisium studio.,REFLKKBWNNEDK,2025-06-16 10:55:26.887924
239,8653,credit,771.85,Vinitor valens clam.,REFV6GIUXOFME,2025-06-16 10:55:26.887924
240,7022,debit,904.50,Ventito temeritas sonitus.,REFN0RX1BBJBS,2025-06-16 10:55:26.887924
241,5142,credit,75.76,Cenaculum volva defessus.,REFBHPS8KARGT,2025-06-16 10:55:26.887924
242,7949,debit,615.12,Templum aut curiositas.,REF5NI2AGQIGU,2025-06-16 10:55:26.887924
243,3554,credit,134.62,Adstringo possimus nulla.,REFNVIKTW7IG7,2025-06-16 10:55:26.887924
244,2650,credit,641.00,Defleo culpa solvo.,REFTMWP0QLLHH,2025-06-16 10:55:26.887924
245,2520,credit,174.81,Tremo ventosus eum.,REFHBLAHQ69A3,2025-06-16 10:55:26.887924
246,2355,credit,489.71,Demens ducimus substantia.,REFDFTSIZK3H3,2025-06-16 10:55:26.887924
247,8406,debit,73.63,Super decipio statim.,REFISQHHB4AJZ,2025-06-16 10:55:26.887924
248,6522,credit,659.15,Suscipit cornu vere.,REFH9VBMF5A6V,2025-06-16 10:55:26.887924
249,6046,credit,32.02,Amplexus celer ullam.,REFHK5CPXD0DK,2025-06-16 10:55:26.887924
250,7962,debit,2.93,Tibi officiis abstergo.,REFU08IGG7JCT,2025-06-16 10:55:26.887924
251,6374,credit,964.83,Summopere sufficio magnam.,REFKKXNHFXFAF,2025-06-16 10:55:26.887924
252,7563,credit,684.70,Tero ea decens.,REFEMNUPDSZ4B,2025-06-16 10:55:26.887924
253,1407,credit,14.27,Desidero voluntarius stips.,REFRKK4PE3HPZ,2025-06-16 10:55:26.887924
254,3491,credit,94.83,Peccatus cribro ustilo.,REFTVTLPWPFP7,2025-06-16 10:55:26.887924
255,52,credit,103.70,Adnuo victus amo.,REFJ28YON5PUO,2025-06-16 10:55:26.887924
256,4603,debit,588.87,Versus ad vesper.,REFRAN3KOUSP4,2025-06-16 10:55:26.887924
257,2973,debit,990.75,Traho conatus solitudo.,REFYWBQTCOFZT,2025-06-16 10:55:26.887924
258,4495,debit,315.87,Vestigium vomer commodo.,REFCTYVJFYWSR,2025-06-16 10:55:26.887924
259,8573,credit,758.01,Testimonium damno caelestis.,REFZ5ZSWGM7WX,2025-06-16 10:55:26.887924
260,9878,debit,377.77,Baiulus cogito sed.,REFS8W1IZJGXC,2025-06-16 10:55:26.887924
261,5358,debit,406.32,Uterque cursim volo.,REF1XPWI3N85C,2025-06-16 10:55:26.887924
262,6962,debit,404.65,Cimentarius deputo tonsor.,REFJFOV7M0SUM,2025-06-16 10:55:26.887924
263,2199,debit,998.91,Nesciunt omnis porro.,REFHMCGLGNWVV,2025-06-16 10:55:26.887924
264,6040,debit,582.85,Sperno animadverto cognomen.,REFFCP9YLXKRB,2025-06-16 10:55:26.887924
265,1213,debit,548.39,Conventus carpo verbum.,REFAKVC4LKA7G,2025-06-16 10:55:26.887924
266,4336,debit,198.40,Quaerat adnuo copia.,REFV3PZAKYU2N,2025-06-16 10:55:26.887924
267,8068,debit,372.52,Vulgus thymbra concedo.,REFYHARENHQS8,2025-06-16 10:55:26.887924
268,7269,debit,878.21,Corpus condico cinis.,REFNEDVMEOEZE,2025-06-16 10:55:26.887924
269,5363,credit,734.13,Adulescens calco bellum.,REFIDHXNJLO47,2025-06-16 10:55:26.887924
270,4772,credit,220.71,Vulticulus audentia necessitatibus.,REFWPKE2NHMV3,2025-06-16 10:55:26.887924
271,9281,credit,832.51,Censura condico celebrer.,REFCRJRN9DIV2,2025-06-16 10:55:26.887924
272,5701,debit,83.35,Curis acquiro volubilis.,REFGSPKVHMWME,2025-06-16 10:55:26.887924
